Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
246,Colletidae,Hylaeini,Hylaeus,Hylaeopsis,tricolor,"Schrottky, 1906",small,0.9,0.03041,0.01617,0.1362,0.07576,UFMG,Brazil (São Paulo); Paraguay,yes,canaa dos carajas,yes,Solitary,exposed,species,"Sakagami, S. F. & Zucchi, R. (1978) Nests of Hylaeus (Hylaeopsis) tricolor: The First Record of Non-Solitary Life in Colletid Bees, with Notes on Communal and Quasisocial Colonies (Hymenoptera: Colletidae). Journal of the Kansas Entomological Society 51 (4): 597-614."
247,Megachilidae,Anthidiini,Larocanthidium,NA,bilobatum,"Urban, 1997",small,2.1,0.49372,0.2369,0.92464,0.76219,UFMG,"Brazil (Bahia, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Piauí, São Paulo)",no,nova lima,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
248,Megachilidae,Anthidiini,Larocanthidium,NA,spinosum,"Urban, 1997",medium,2.3,0.69472,0.32917,1.16924,1.0114,UFMG,Brazil (Minas Gerais),no,nova lima,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
249,Apidae,Meliponini,Lestrimellita,NA,ciliata,"Marchi & Melo, 2006",small,1.5,0.17943,0.08936,0.46121,0.32958,MPEG,Brazil (Pará),no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
250,Apidae,Meliponini,Lestrimellita,NA,ciliata,"Marchi & Melo, 2006",small,1.5,0.17943,0.08936,0.46121,0.32958,MPEG,Brazil (Pará),no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
251,Apidae,Meliponini,Lestrimellita,NA,limao,"Smith, 1863",small,1.8,0.33462,0.16288,0.70778,0.55227,MPEG,"Brazil (Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Minas Gerais, Rondônia, São Paulo)",yes,nova lima,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
252,Apidae,Meliponini,Lestrimellita,NA,limao,"Smith, 1863",small,1.8,0.33462,0.16288,0.70778,0.55227,MPEG,"Brazil (Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Minas Gerais, Rondônia, São Paulo)",yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
253,Apidae,Meliponini,Lestrimellita,NA,monodonta,"Camargo & Moure, 1989",small,1.7,0.24606,0.12113,0.57299,0.42811,UFMG,"Brazil (Amazonas, Maranhão, Pará, Roraima)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
254,Apidae,Meliponini,Lestrimellita,NA,rufa,"Friese, 1903",small,1.7,0.24854,0.12231,0.57695,0.43168,MPEG,"Bolivia (El Beni); Brazil (Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Caquetá, Meta); Ecuador (Napo, Pastaza)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
255,Apidae,Meliponini,Lestrimellita,NA,rufipes,"Friese, 1903",small,1.7,0.25864,0.12709,0.59296,0.44616,MPEG,"Argentina (Salta); Brazil (Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Minas Gerais, Paraná, Pará, Piauí, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins); Peru (San Martín)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
256,Apidae,Meliponini,Lestrimellita,NA,spinosa,"Marchi & Melo, 2006",small,1.7,0.25864,0.12709,0.59296,0.44616,UFMG,Brazil (Pará); Guyana (Barima-Waini); Trinidad and Tobago,no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
257,Apidae,Meliponini,Leurotrigona,NA,muelleri,"Friese, 1900",small,0.8,0.02223,0.01196,0.10981,0.05844,MPEG,"Brazil (Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Rondônia, Santa Catarina, São Paulo, Tocantins); Paraguay (Alto Paraná); Peru (Madre de Dios)",yes,nova lima,no,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
258,Apidae,Meliponini,Leurotrigona,NA,muelleri,"Friese, 1900",small,0.8,0.02223,0.01196,0.10981,0.05844,MPEG,"Brazil (Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Rondônia, Santa Catarina, São Paulo, Tocantins); Paraguay (Alto Paraná); Peru (Madre de Dios)",yes,canaa dos carajas,no,Eusocial,cavity/human_Made,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
259,Megachilidae,Lithurgini,Lithurgus,NA,huberi,"Ducke, 1907",medium,3.1,1.87042,0.85449,2.30926,2.29716,MPEG,"Argentina (Misiones); Brazil (Ceará, Goiás, Maranhão, Minas Gerais, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio Grande do Sul, São Paulo, Tocantins)",no,carajas,no,Solitary,soil,species,"Gonzalez, V. H.; Engel M. S.; Lucia, M. & Alvarez L. J. (2013) Species status and new distribution records for Lithurgus huberi Ducke (Hymenoptera, Megachilidae, Lithurginae). Journal of Hymenoptera Research 30: 13–18."
260,Megachilidae,Lithurgini,Lithurgus,NA,huberi,"Ducke, 1907",medium,3.1,1.87042,0.85449,2.30926,2.29716,UFMG,"Argentina (Misiones); Brazil (Ceará, Goiás, Maranhão, Minas Gerais, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio Grande do Sul, São Paulo, Tocantins)",no,canaa dos carajas,no,Solitary,soil,species,"Gonzalez, V. H.; Engel M. S.; Lucia, M. & Alvarez L. J. (2013) Species status and new distribution records for Lithurgus huberi Ducke (Hymenoptera, Megachilidae, Lithurginae). Journal of Hymenoptera Research 30: 13–18."
261,Apidae,Tapinotaspidini,Lophopedia,NA,paraensis,"Aguiar, 2009",small,2,0.44696,0.21525,0.86354,0.70189,UFMG,"Brazil (Amapá, Amazonas, Goiás, Pará); French Guiana (Kourou)",yes,carajas,no,Solitary,soil,genus,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
262,Apidae,Tapinotaspidini,Lophopedia,NA,pygmaea,"Schrottky, 1902",small,2,0.46218,0.2223,0.88364,0.72164,UFMG,"Bolivia (Cochabamba, El Beni, La Paz, Santa Cruz); Brazil (Acre, Amazonas, Bahia, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Rio de Janeiro, Rondônia, Santa Catarina, São Paulo); Colombia(Magdalena); Costa Rica (Cartago, San José); Ecuador (Morona Santiago, Napo, Sucumbíos); Mexico (Chiapas, Guerrero, Hidalgo, Jalisco, Nayarit, Oaxaca, Puebla, San Luis Potosi, Veracruz); Panama (Chiriquí, Coclé); Paraguay (Guairá); Peru (Cuzco, Huánuco, Junín, Madre de Dios, Pasco); Trinidad and Tobago; Venezuela (Aragua)",no,nova lima,no,Solitary,soil,species,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
263,Apidae,Tapinotaspidini,Lophopedia,NA,pygmaea,"Schrottky, 1902",small,2,0.46218,0.2223,0.88364,0.72164,UFMG,"Bolivia (Cochabamba, El Beni, La Paz, Santa Cruz); Brazil (Acre, Amazonas, Bahia, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Rio de Janeiro, Rondônia, Santa Catarina, São Paulo); Colombia(Magdalena); Costa Rica (Cartago, San José); Ecuador (Morona Santiago, Napo, Sucumbíos); Mexico (Chiapas, Guerrero, Hidalgo, Jalisco, Nayarit, Oaxaca, Puebla, San Luis Potosi, Veracruz); Panama (Chiriquí, Coclé); Paraguay (Guairá); Peru (Cuzco, Huánuco, Junín, Madre de Dios, Pasco); Trinidad and Tobago; Venezuela (Aragua)",no,carajas,no,Solitary,soil,species,"Aguiar, A. J. C.; Melo, G. A. R. Rozen, J. G. & Alves-dos-Santos, I. (2004) Synopsis of the nesting biology of Tapinotaspidini bees (Apidae: Apinae). In: Hartfelder K, DeJong D, eds. Proceedings of the 8th IBRA International Conference on Tropical Bees and VI Encontro sobre Abelhas. Ribeirão Preto: FUNPEC Editora, 80–85."
264,Megachilidae,Megachilini,Megachile,Chrysosarus,pseudanthidioides,"Moure, 1943",medium,3.3,2.31468,1.04918,2.67345,2.74063,UFMG,"Brazil (Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo)",yes,nova lima,no,Solitary,cavity,species,"Zillikens, A. & Steine, J. (2004) Nest Architecture, Life Cycle and Cleptoparasite of the Neotropical Leaf-Cutting Bee Megachile (Chrysosarus) pseudanthidioides Moure (Hymenoptera: Megachilidae). Journal of the Kansas Entomological Society 77 (3): 193-20."
265,Megachilidae,Megachilini,Megachile,Cresoniella,rava,"Vachal, 1909",medium,3.2,2.22046,1.00802,2.59819,2.6479,UFMG,Brazil (Rio Grande do Sul),yes,nova lima,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
266,Megachilidae,Megachilini,Megachile,Leptorachis,aureiventris,"Schrottky, 1902",medium,3.4,2.71977,1.2255,2.98677,3.13231,UFMG,"Brazil (Mato Grosso, Minas Gerais, Paraná, Rio Grande do Sul, São Paulo)",no,nova lima,yes,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
267,Megachilidae,Megachilini,Megachile,Leptorachis,friesei,"Schrottky, 1902",large,4.9,9.25027,3.98429,6.92652,8.63373,UFMG,"Brazil (Minas Gerais, São Paulo); Costa Rica (San José); Paraguay",yes,nova lima,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
268,Megachilidae,Megachilini,Megachile,Pseudocentron,leucopogonites,"Moure, 1944",medium,3.5,2.9399,1.3209,3.15086,3.34089,UFMG,Brazil (São Paulo),yes,nova lima,no,Solitary,cavity,subgenus,"Costa, C. C. F. & Gonçalves, R. B. (2019) What do we know about Neotropical trap-nesting bees? Synopsis about their net biology and taxonomy. Pap. Avulsos Zool.,59: e20195926. doi: 10.11606/1807-0205/2019.59.26."
269,Megachilidae,Megachilini,Megachile,Tylomegachile,orba,"Schrottky, 1913",medium,2.7,1.28964,0.59729,1.78862,1.6883,UFMG,"Argentina (Misiones); Bolivia; Brazil (Bahia, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Rio Grande do Norte, Rio Grande do Sul, São Paulo); Colombia; Panama; Paraguay; Peru",yes,canaa dos carajas,no,Solitary,cavity,species,"Costa, C. C. F. & Gonçalves, R. B. (2019) What do we know about Neotropical trap-nesting bees? Synopsis about their net biology and taxonomy. Pap. Avulsos Zool.,59: e20195926. doi: 10.11606/1807-0205/2019.59.26."
270,Megachilidae,Megachilini,Megachile,NA,iheringi,"Schrottky, 1913",medium,3.5,2.80091,1.26069,3.04772,3.20952,UFMG,"Brazil (Minas Gerais, Paraná, São Paulo)",yes,nova lima,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
271,Halictidae,Augochlorini,Megalopta,NA,aegis,"Vachal, 1904",medium,2.7,1.16722,0.54258,1.67013,1.55443,MPEG,Brazil (Goiás),yes,carajas,no,Solitary,cavity,species,"Santos, L. M.; Tierney, S. M. & Wcislo, W. T. (2010) Nest descriptions of Megalopta aegis (Vachal) and M. guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado. Revista Brasileira de Entomologia, 54(2): 332–334."
272,Halictidae,Augochlorini,Megalopta,NA,amoena,"Spinola, 1853",medium,2.4,0.78023,0.36811,1.26633,1.11347,MPEG,"Belize; Brazil (Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Goiás, Mato Grosso, Pará, Rio de Janeiro, Roraima); Colombia; Costa Rica (Guanacaste, San José); Ecuador; Guatemala; Guyana",no,carajas,yes,Solitary,cavity,genus,"Santos, L. M.; Tierney, S. M. & Wcislo, W. T. (2010) Nest descriptions of Megalopta aegis (Vachal) and M. guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado. Revista Brasileira de Entomologia, 54(2): 332–334."
273,Halictidae,Augochlorini,Megalopta,NA,mura,"Santos & Melo, 2014",medium,2.3,0.74196,0.35071,1.22331,1.06804,MPEG,"Brazil (Acre: Acrelândia. Amazonas: Japurá, Manaus, Novo Airão, Presidente Figueiredo. Pará: Capitão Poço, São João de Pirabas, Parauapebas, Tucuruí. Rondônia: Itapuã do Oeste, Ouro Preto do Oeste, Porto Velho. Roraima: Amajari, Rorainopólis) French Guiana (Saint-Laurent-du-Maroni: Saint-Laurent-du-Maroni) Peru (Huanuco: Tingo Maria. Junín: Satipo. Loreto: Maynas. San Martin: Tarapoto) Suriname (Brokopondo: Phedra. Nickerie: Wageningen. Para: Zanderij. Sipaliwini: Bven Saramacca)",no,carajas,no,Solitary,cavity,genus,"Santos, L. M.; Tierney, S. M. & Wcislo, W. T. (2010) Nest descriptions of Megalopta aegis (Vachal) and M. guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado. Revista Brasileira de Entomologia, 54(2): 332–334."
274,Halictidae,Augochlorini,Megalopta,NA,sodalis,"Vachal, 1904",medium,2.5,0.94725,0.44373,1.44689,1.30755,MPEG,"Brazil (Goiás, Rio de Janeiro, Santa Catarina); Guyana",yes,carajas,yes,Solitary,cavity,genus,"Santos, L. M.; Tierney, S. M. & Wcislo, W. T. (2010) Nest descriptions of Megalopta aegis (Vachal) and M. guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado. Revista Brasileira de Entomologia, 54(2): 332–334."
275,Halictidae,Augochlorini,Megalopta,NA,yanomami,"Santos & Melo, 2014",medium,2.5,0.94725,0.44373,1.44689,1.30755,MPEG,"Brazil (Pará: Parauapebas. Roraima: Amajari, Uiramutã)",no,carajas,no,Solitary,cavity,genus,"Santos, L. M.; Tierney, S. M. & Wcislo, W. T. (2010) Nest descriptions of Megalopta aegis (Vachal) and M. guimaraesi Santos & Silveira (Hymenoptera, Halictidae) from the Brazilian Cerrado. Revista Brasileira de Entomologia, 54(2): 332–334."
276,Apidae,Meliponini,Melipona,Eomelipona,amazonica,"Schulz, 1905",medium,2.2,0.61602,0.29318,1.07652,0.91553,MPEG,"Brazil (Acre, Amapá, Amazonas, Pará, Rondônia)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
277,Apidae,Meliponini,Melipona,Eomelipona,bicolor,"Lepeletier, 1836",medium,2.9,1.62233,0.74505,2.09415,2.04176,UFMG,"Argentina (Misiones); Brazil (Bahia, Espírito Santo, Minas Gerais, Paraná, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay (Alto Paraná)",no,nova lima,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
278,Apidae,Meliponini,Melipona,Eomelipona,puncticollis,"Friese, 1902",medium,2.7,1.22736,0.56948,1.7288,1.62047,MPEG,"Brazil (Amazonas, Maranhão, Pará)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
279,Apidae,Meliponini,Melipona,Melikerria,fasciculata,"Smith, 1854",medium,3.3,2.46122,1.11309,2.78864,2.88359,MPEG,"Brazil (Maranhão, Mato Grosso, Pará, Piauí, Tocantins)",no,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
280,Apidae,Meliponini,Melipona,Melikerria,interrupta,"Latreille, 1811",medium,3.3,2.31468,1.04918,2.67345,2.74063,MPEG,"Brazil (Amapá, Amazonas, Pará); French Guiana (Cayenne); Guyana; Suriname (Marowijne)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
281,Apidae,Meliponini,Melipona,Melikerria,quinquefasciata,"Lepeletier, 1836",medium,2.7,1.16722,0.54258,1.67013,1.55443,UFMG,"Argentina (Misiones); Bolivia (Santa Cruz); Brazil (Ceará, Distrito Federal, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Rio Grande do Sul, Rio de Janeiro, Rondônia, Santa Catarina, São Paulo); Paraguay(Central)",no,nova lima,yes,Eusocial,soil,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
282,Apidae,Meliponini,Melipona,Melipona,quadrifasciata,"Lepeletier, 1836",medium,3,1.74981,0.80136,2.20588,2.17377,UFMG,"Argentina (Misiones); Brazil (Alagoas, Bahia, Espírito Santo, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pernambuco, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo); Paraguay (Misiones)",no,nova lima,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
283,Apidae,Meliponini,Melipona,Michmelia,flavolineata,"Friese, 1900",medium,2.8,1.3216,0.61154,1.81896,1.72288,MPEG,"Brazil (Ceará, Maranhão, Pará, Tocantins)",yes,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
284,Apidae,Meliponini,Melipona,Michmelia,fuliginosa,"Lepeletier, 1836",medium,3.9,4.15918,1.84498,3.99915,4.4531,MPEG,"Argentina (Salta); Bolivia (El Beni, La Paz, Santa Cruz); Brazil(Acre, Amapá, Amazonas, Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Pará, Piauí, Rondônia, Roraima, São Paulo); French Guiana (Cayenne, Kourou); Guyana(Cuyuni-Mazaruni); Suriname (Marowijne); Venezuela (Amazonas)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
285,Apidae,Meliponini,Melipona,Michmelia,fulva,"Lepeletier, 1836",medium,3.1,1.91188,0.87273,2.34432,2.33926,MPEG,"Brazil (Amapá, Amazonas, Pará, Roraima); French Guiana (Kourou); Guyana (Cuyuni-Mazaruni, Potaro-Siparuni); Suriname; Venezuela (Bolívar)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
286,Apidae,Meliponini,Melipona,Michmelia,melanoventer,"Schwarz, 1932",medium,3,1.82958,0.83652,2.2745,2.25555,MPEG,"Brazil (Acre, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia)",no,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
287,Apidae,Meliponini,Melipona,Michmelia,seminigra pernigra,"Moure & Kerr, 1951",medium,2.9,1.63477,0.75055,2.10517,2.05472,MPEG,"Brazil (Maranhão, Pará, Tocantins)",no,carajas,yes,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
288,Apidae,Eucerini,Melissodes,Ecplectica,nigroaenea,"Smith, 1854",medium,2.8,1.38718,0.64075,1.88051,1.7934,UFMG,"Argentina (Buenos Aires, Catamarca, Entre Rios, Jujuy, La Rioja, Mendoza, Misiones, Salta, San Juan, Tucumán); Bolivia; Brazil (Bahia, Ceará, Espírito Santo, Goiás, Minas Gerais, Paraná, Paraíba, Pará, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, São Paulo); Costa Rica (San José); Paraguay; Peru (Cuzco); Uruguay",no,nova lima,yes,Solitary,soil,genus,"Clement, S. L. (1973) The Nesting Biology of Melissodes (Eumelissodes) rustica (Say), with a Description of the Larva (Hymenoptera: Anthophoridae). Journal of the Kansas Entomological Society 46 (4): 516-525."
289,Apidae,Eucerini,Melissodes,Ecplectica,sexcincta,"Lepeletier, 1841",medium,2.8,1.42082,0.6557,1.91173,1.82934,UFMG,"Bolivia (La Paz); Brazil (Bahia, Espírito Santo, Goiás, Minas Gerais, Santa Catarina, São Paulo)",no,nova lima,no,Solitary,soil,genus,"Clement, S. L. (1973) The Nesting Biology of Melissodes (Eumelissodes) rustica (Say), with a Description of the Larva (Hymenoptera: Anthophoridae). Journal of the Kansas Entomological Society 46 (4): 516-525."
290,Apidae,Eucerini,Melissoptila,NA,cnecomala,"Moure, 1944",medium,2.3,0.67442,0.3199,1.14565,0.98686,UFMG,"Brazil (Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, São Paulo)",no,nova lima,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
291,Apidae,Eucerini,Melissoptila,NA,vulpecula,"Bertoni & Schrottky, 1910",medium,2.2,0.61602,0.29318,1.07652,0.91553,UFMG,"Argentina (Misiones); Brazil (Espírito Santo, Minas Gerais, Paraná, São Paulo); Paraguay",no,nova lima,no,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
