Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
385,Apidae,Eucerini,Thygater,Thygater,palliventris,"Friese, 1908",medium,3.4,2.71977,1.2255,2.98677,3.13231,UFMG,"Brazil (Amazonas, Bahia, Ceará, Espírito Santo, Mato Grosso, Minas Gerais, Pará, Rio de Janeiro)",no,nova lima,no,Solitary,soil,subgenus,"Rozen, J. G. (1974) Nest Biology of the Eucerine Bee Thygater analis (Hymenoptera, Anthophoridae). Journal of the New York Entomological Society 82 (4): 230-234."
386,Apidae,Meliponini,Trigona,NA,albipennis,"Almeida, 1995",small,1.9,0.36357,0.17643,0.74931,0.59156,MPEG,"Bolivia (Cochabamba); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Meta); Peru (Amazonas, Junín, Madre de Dios, Ucayali)",no,canaa dos carajas,no,Eusocial,termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
387,Apidae,Meliponini,Trigona,NA,amazonensis,"Ducke, 1916",small,2,0.41772,0.20167,0.82431,0.66364,UFMG,"Bolivia (Cochabamba, El Beni, La Paz); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia, Tocantins); Colombia (Caquetá, Cundinamarca); Ecuador(Pastaza); Peru (Huánuco, Junín, Loreto, Madre de Dios)",no,canaa dos carajas,no,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
388,Apidae,Meliponini,Trigona,NA,amazonensis,"Ducke, 1916",small,2,0.41772,0.20167,0.82431,0.66364,UFMG,"Bolivia (Cochabamba, El Beni, La Paz); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia, Tocantins); Colombia (Caquetá, Cundinamarca); Ecuador(Pastaza); Peru (Huánuco, Junín, Loreto, Madre de Dios)",no,carajas,no,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
389,Apidae,Meliponini,Trigona,NA,branneri,"Cockerell, 1912",small,1.8,0.32539,0.15854,0.6943,0.53961,MPEG,"Bolivia (La Paz, Santa Cruz); Brazil (Amazonas, Goiás, Maranhão, Mato Grosso, Pará, Rondônia, Tocantins); Colombia (Cundinamarca, Meta); Ecuador(Napo); French Guiana (Cayenne, Kourou); Guyana (Cuyuni-Mazaruni, Potaro-Siparuni, Upper Takutu-Upper Essequibo); Suriname (Brokopondo, Marowijne, Saramacca, Wanica); Venezuela (Amazonas, Bolívar, Monagas)",yes,carajas,yes,Eusocial,exposed,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
390,Apidae,Meliponini,Trigona,NA,braueri,"Friese, 1900",small,1.5,0.17155,0.08558,0.44721,0.31755,UFMG,"Brazil (Bahia, Espírito Santo, Paraná, Rio de Janeiro, São Paulo)",yes,nova lima,no,Eusocial,soil/cavity/termite,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
391,Apidae,Meliponini,Trigona,NA,chanchamayoensis,"Schwars, 1948",small,1.8,0.33758,0.16426,0.71207,0.5563,MPEG,"Bolivia (El Beni, La Paz, Santa Cruz); Brazil (Acre, Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Amazonas, Meta); Ecuador (Guayas, Napo, Pastaza, Sucumbíos); Peru (Junín, Loreto, Pasco)",no,carajas,no,Eusocial,termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
392,Apidae,Meliponini,Trigona,NA,cilipes,"Fabricius, 1804",small,1.6,0.20215,0.10024,0.5006,0.36379,UFMG,"Bolivia (El Beni, La Paz); Brazil (Acre, Amapá, Amazonas, Goiás, Mato Grosso, Pará, Rondônia, Roraima); Colombia (Cundinamarca); Costa Rica; Ecuador(Morona Santiago); French Guiana (Cayenne, Kourou); Guyana (Cuyuni-Mazaruni, Potaro-Siparuni, Upper Demerara-Berbice); Panama; Peru (Junín, Loreto, San Martín); Suriname; Venezuela (Amazonas)",yes,carajas,no,Eusocial,termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
393,Apidae,Meliponini,Trigona,NA,dallatorreana,"Friese, 1900",small,1.9,0.36292,0.17612,0.74839,0.59068,MPEG,"Bolivia (El Beni, La Paz, Santa Cruz); Brazil (Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Tocantins); Colombia (Amazonas, Caquetá, Cundinamarca, Guainía, Guaviare, Meta); Guyana (Cuyuni-Mazaruni, Upper Takutu-Upper Essequibo); Peru (Huánuco, Junín, Loreto, Madre de Dios, Ucayali); Suriname; Venezuela(Amazonas)",no,carajas,no,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
394,Apidae,Meliponini,Trigona,NA,dimidiata,"Smith, 1854",small,2,0.46218,0.2223,0.88364,0.72164,MPEG,"Bolivia (La Paz); Brazil (Amazonas, Mato Grosso, Pará, Rondônia); Colombia (Meta); Ecuador (Morona Santiago); Peru (Huánuco, Junín, Loreto, San Martín)",no,canaa dos carajas,no,Eusocial,exposed/cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
395,Apidae,Meliponini,Trigona,NA,fulviventris,"Guérin, 1844",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Mexico (Campeche, Chiapas, Colima, Guerrero, Jalisco, Michoacán de Ocampo, Nayarit, Oaxaca, Quintana Roo, Tabasco, Veracruz-Llave, Yucatán); Neotropical Region: Belize (Belize, Corozal); Colombia (Boyaca, Cauca, Cundinamarca, Magdalena, Valle del Cauca); Costa Rica (Alajuela, Cartago, Guanacaste, Limón, Puntarenas, San José); El Salvador (Sonsonate); Guatemala (Alta Verapaz, Chimaltenango, Chiquimula, Guatemala, Izabal, Quezaltenango, Zacapa); Honduras (Atlántida, Colón, Francisco Morazán, Valle, Yoro); Nicaragua (Carazo, Chontales, Managua); Panama (Chiriquí, Coclé, Colón, Darién, Panamá, Veraguas); Panama Canal Zone",yes,carajas,yes,Eusocial,soil,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
396,Apidae,Meliponini,Trigona,NA,fuscipennis,"Friese, 1900",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Mexico (Campeche, Chiapas, Oaxaca, Puebla, Quintana Roo, Tabasco, Veracruz-Llave, Yucatán); Neotropical Region: Belize; Colombia (Antioquia, Bolívar, Cundinamarca, Magdalena, Valle del Cauca); Costa Rica (Alajuela, Guanacaste, Limón, Puntarenas, San José); Ecuador (Esmeraldas, Guayas); El Salvador (Sonsonate); Guatemala(Alta Verapaz, Chiquimula, Escuintla, Guatemala, Izabal, Suchitepéquez, Zacapa); Honduras(Atlántida, Colón, Francisco Morazán); Nicaragua (Chinandega, Chontales); Panama (Chiriquí, Coclé, Colón, Herrera, Los Santos, Panamá, Veraguas); Panama Canal Zone",yes,carajas,yes,Eusocial,termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
397,Apidae,Meliponini,Trigona,NA,guianae,"Cockerell, 1910",small,1.4,0.13454,0.06772,0.37844,0.25966,MPEG,"Bolivia (La Paz); Brazil (Acre, Amapá, Amazonas, Ceará, Mato Grosso, Paraíba, Pará, Rondônia, Tocantins); Colombia (Boyaca, Cundinamarca, Magdalena, Sucre, Tolima); Ecuador (Napo, Pastaza); Guyana (Cuyuni-Mazaruni, Potaro-Siparuni, Upper Demerara-Berbice, Upper Takutu-Upper Essequibo); Peru (Huánuco, Junín, Loreto, Pasco); Suriname (Brokopondo, Para, Saramacca); Venezuela (Amazonas, Barinas)",no,bocaina,yes,Eusocial,soil/termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
398,Apidae,Meliponini,Trigona,NA,guianae,"Cockerell, 1910",small,1.4,0.13454,0.06772,0.37844,0.25966,MPEG,"Bolivia (La Paz); Brazil (Acre, Amapá, Amazonas, Ceará, Mato Grosso, Paraíba, Pará, Rondônia, Tocantins); Colombia (Boyaca, Cundinamarca, Magdalena, Sucre, Tolima); Ecuador (Napo, Pastaza); Guyana (Cuyuni-Mazaruni, Potaro-Siparuni, Upper Demerara-Berbice, Upper Takutu-Upper Essequibo); Peru (Huánuco, Junín, Loreto, Pasco); Suriname (Brokopondo, Para, Saramacca); Venezuela (Amazonas, Barinas)",no,canaa dos carajas,yes,Eusocial,soil/termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
399,Apidae,Meliponini,Trigona,NA,hyalinata,"Lepeletier, 1836",small,2,0.44696,0.21525,0.86354,0.70189,UFMG,"Bolivia (El Beni); Brazil (Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, São Paulo, Tocantins); Paraguay",yes,canaa dos carajas,yes,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
400,Apidae,Meliponini,Trigona,NA,hyalinata,"Lepeletier, 1836",small,2,0.44696,0.21525,0.86354,0.70189,UFMG,"Bolivia (El Beni); Brazil (Bahia, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, São Paulo, Tocantins); Paraguay",yes,nova lima,yes,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
401,Apidae,Meliponini,Trigona,NA,hypogea,"Silvestri, 1902",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Bolivia (El Beni, La Paz, Pando); Brazil (Amazonas, Maranhão, Mato Grosso, Pará, São Paulo); Colombia (Amazonas); Peru (Junín)",no,carajas,no,Eusocial,cavity,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
402,Apidae,Meliponini,Trigona,NA,lacteipennis,"Friese, 1900",small,1.6,0.2109,0.10441,0.51538,0.37678,UFMG,"Bolivia (La Paz, Santa Cruz); Brazil (Acre, Amazonas, Goiás, Mato Grosso, Pará, Rondônia, Roraima); Peru (Loreto)",no,carajas,no,Eusocial,ant,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
403,Apidae,Meliponini,Trigona,NA,pallens,"Fabricius, 1798",small,1.4,0.14793,0.0742,0.40392,0.28088,MPEG,"Brazil (Acre, Amapá, Amazonas, Goiás, Maranhão, Pará, Rondônia, Roraima, Tocantins); Colombia (Amazonas, Caquetá, Meta); French Guiana (Kourou); Guyana (Potaro-Siparuni, Upper Demerara-Berbice, Upper Takutu-Upper Essequibo); Peru(Loreto, Madre de Dios); Suriname (Brokopondo, Marowijne, Saramacca)",no,carajas,yes,Eusocial,soil/cavity/termite,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
404,Apidae,Meliponini,Trigona,NA,recursa,"Smith, 1863",small,1.3,0.10484,0.05326,0.31882,0.21119,MPEG,"Bolivia (El Beni, La Paz, Santa Cruz); Brazil (Acre, Amazonas, Ceará, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Piauí, Rondônia, São Paulo, Tocantins); Ecuador (Napo); Guyana (Upper Takutu-Upper Essequibo); Peru (Junín, Loreto)",no,carajas,yes,Eusocial,soil,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
405,Apidae,Meliponini,Trigona,NA,sesquipedalis,"Almeida, 1984",medium,2.3,0.68114,0.32297,1.15348,0.99499,MPEG,Brazil (Amapá); French Guiana (Sinnamary),yes,carajas,no,Eusocial,exposed/cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
406,Apidae,Meliponini,Trigona,NA,spinipes,"Fabricius, 1793",small,1.8,0.32539,0.15854,0.6943,0.53961,UFMG,"Argentina (Misiones); Brazil (Alagoas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Piauí, Rio Grande do Norte, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo, Tocantins); Colombia (Cundinamarca); Guyana (Potaro-Siparuni); Paraguay (Caaguazú, Caazapá, Central, Itapúa, Misiones, Neembucú); Peru (Madre de Dios)",no,canaa dos carajas,yes,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
407,Apidae,Meliponini,Trigona,NA,spinipes,"Fabricius, 1793",small,1.8,0.32539,0.15854,0.6943,0.53961,UFMG,"Argentina (Misiones); Brazil (Alagoas, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Piauí, Rio Grande do Norte, Rio Grande do Sul, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo, Tocantins); Colombia (Cundinamarca); Guyana (Potaro-Siparuni); Paraguay (Caaguazú, Caazapá, Central, Itapúa, Misiones, Neembucú); Peru (Madre de Dios)",no,nova lima,yes,Eusocial,exposed,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
408,Apidae,Meliponini,Trigona,NA,truculenta,"Almeida, 1984",medium,2.5,0.92199,0.43233,1.42026,1.27859,MPEG,"Bolivia (Cochabamba, El Beni, Potosí, Santa Cruz); Brazil (Acre, Amapá, Amazonas, Bahia, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Rondônia, São Paulo); Colombia (Meta); Peru (Loreto)",no,carajas,no,Eusocial,cavity,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
409,Apidae,Meliponini,Trigona,NA,williana,"Friese, 1900",small,1.8,0.31351,0.15297,0.67678,0.52324,MPEG,"Bolivia (El Beni); Brazil (Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima); Colombia (Amazonas, Caquetá, Cundinamarca); Ecuador (Napo, Sucumbíos); French Guiana (Kourou, Sinnamary); Guyana (Barima-Waini, Cuyuni-Mazaruni, Potaro-Siparuni, Upper Demerara-Berbice, Upper Takutu-Upper Essequibo); Peru (Huánuco, Junín, Loreto); Suriname; Venezuela (Amazonas, Bolívar)",no,carajas,no,Eusocial,cavity,species,"Rasmussen, C. & Camargo, J. M. F. (2008) A molecular phylogeny and the evolution of nest architecture and behavior in Trigona s.s. (Hymenoptera: Apidae: Meliponini). Apidologie 39: 102–118."
410,Apidae,Meliponini,Trigonisca,NA,dobzhanskyi,"Moure, 1960",small,0.9,0.02509,0.01343,0.11933,0.0646,UFMG,"Brazil (Amazonas, Pará); French Guiana (Sinnamary)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
411,Apidae,Meliponini,Trigonisca,NA,extrema,"Albuquerque & Camargo, 2007",small,0.8,0.02046,0.01104,0.10372,0.05455,UFMG,Brazil (Amazonas),yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
412,Apidae,Meliponini,Trigonisca,NA,fraissei,"Friese, 1901",small,0.8,0.01772,0.00961,0.09399,0.04845,MPEG,"Brazil (Amazonas, Mato Grosso, Pará, Rondônia)",no,carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
413,Apidae,Meliponini,Trigonisca,NA,pediculana,"Fabricius, 1804",small,0.7,0.01573,0.00857,0.0866,0.0439,UFMG,"Bolivia (La Paz); Brazil (Bahia, Ceará, Maranhão, Paraíba); Guyana",yes,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
414,Apidae,Meliponini,Trigonisca,NA,variegatifrons,"Albuquerque & Camargo, 2007",small,0.7,0.01184,0.00652,0.07122,0.03468,UFMG,"Brazil (Mato Grosso, Pará, Rondônia)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
415,Apidae,Meliponini,Trigonisca,NA,vitrifrons,"Albuquerque & Camargo, 2007",small,0.7,0.01184,0.00652,0.07122,0.03468,UFMG,"Brazil (Amazonas, Pará)",no,canaa dos carajas,no,Eusocial,cavity,species,"Camargo, J. M. F. & Pedro, S. R. M. (2013). Meliponini Lepeletier, 1836. In Moure, J. S., Urban, D. & Melo, G. A. R. (Orgs). Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region - online version. Available at http://www.moure.cria.org.br/catalogue. Accessed Jun/20/2018"
